"Exchange","Asset Class","Product Name","Product Code","Ratio","Side","Start Period","End Period","Single Period","Maintenance","Currency"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY ENERGY SUBINDEX FUTURES","BEM","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","375.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY ENERGY SUBINDEX FUTURES","BEN","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","375.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY ENERGY SUBINDEX FUTURES","BET","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","375.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY AGRICULTURE SUBINDEX FUTURES","BGF","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","400.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY GRAINS SUBINDEX FUTURES","BGM","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","300.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY GRAINS SUBINDEX FUTURES","BGR","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","300.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY GRAINS SUBINDEX FUTURES","BGT","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","300.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY LIVESTOCK SUBINDEX FUTURES","BLI","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","175.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY LIVESTOCK SUBINDEX FUTURES","BLR","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","175.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY LIVESTOCK SUBINDEX FUTURES","BLT","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","175.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY ALL METALS SUBINDEX FUTURES","BME","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","425.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY ALL METALS SUBINDEX FUTURES","BMM","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","425.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY PRECIOUS METALS SUBINDEX FUTURES","BMR","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","500.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY ALL METALS SUBINDEX FUTURES","BMT","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","425.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY PETROLEUM SUBINDEX FUTURES","BPE","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","450.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY PETROLEUM SUBINDEX FUTURES","BPM","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","450.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY PRECIOUS METALS SUBINDEX FUTURES","BPR","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","500.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY PETROLEUM SUBINDEX FUTURES","BPT","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","450.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY PRECIOUS METALS SUBINDEX FUTURES","BST","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","500.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
05/2026","04/2026
06/2026","","275.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","03/2026
05/2026
07/2026","04/2026
06/2026
08/2026","","600.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
07/2026","04/2026
08/2026","","375.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
09/2026","04/2026
11/2026","","525.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
12/2026","04/2026
02/2027","","525.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
03/2027","04/2026
04/2027","","550.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
05/2027","04/2026
06/2027","","550.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
07/2027","04/2026
08/2027","","625.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
09/2027","04/2026
11/2027","","625.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
12/2027","04/2026
02/2028","","625.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2026
03/2028","04/2026
12/2029","","625.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
07/2026","06/2026
08/2026","","275.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","05/2026
07/2026
09/2026","06/2026
08/2026
11/2026","","400.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
09/2026","06/2026
11/2026","","375.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
12/2026","06/2026
02/2027","","375.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
03/2027","06/2026
04/2027","","475.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
05/2027","06/2026
06/2027","","550.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
07/2027","06/2026
08/2027","","550.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
09/2027","06/2026
11/2027","","600.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
12/2027","06/2026
02/2028","","600.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2026
03/2028","06/2026
12/2029","","600.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","07/2026
09/2026
12/2026","08/2026
11/2026
02/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
09/2026","08/2026
11/2026","","275.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
12/2026","08/2026
02/2027","","350.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
03/2027","08/2026
04/2027","","375.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
05/2027","08/2026
06/2027","","475.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
07/2027","08/2026
08/2027","","500.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
09/2027","08/2026
11/2027","","550.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
12/2027","08/2026
02/2028","","600.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2026
03/2028","08/2026
12/2029","","600.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2026
12/2026","11/2026
02/2027","","175.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","09/2026
12/2026
03/2027","11/2026
02/2027
04/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2026
03/2027","11/2026
04/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2026
05/2027","11/2026
06/2027","","275.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2026
07/2027","11/2026
08/2027","","350.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2026
09/2027","11/2026
11/2027","","375.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2026
12/2027","11/2026
02/2028","","425.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2026
03/2028","11/2026
12/2029","","450.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","12/2026
03/2027","02/2027
04/2027","","175.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","12/2026
03/2027
05/2027","02/2027
04/2027
06/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","12/2026
05/2027","02/2027
06/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","12/2026
07/2027","02/2027
08/2027","","275.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","12/2026
09/2027","02/2027
11/2027","","350.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","12/2026
12/2027","02/2027
02/2028","","350.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","12/2026
03/2028","02/2027
12/2029","","375.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2027
05/2027","04/2027
06/2027","","175.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","03/2027
05/2027
07/2027","04/2027
06/2027
08/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2027
07/2027","04/2027
08/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2027
09/2027","04/2027
11/2027","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2027
12/2027","04/2027
02/2028","","300.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","03/2027
03/2028","04/2027
12/2029","","300.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2027
07/2027","06/2027
08/2027","","150.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","05/2027
07/2027
09/2027","06/2027
08/2027
11/2027","","225.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2027
09/2027","06/2027
11/2027","","200.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2027
12/2027","06/2027
02/2028","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","05/2027
03/2028","06/2027
12/2029","","250.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2027
09/2027","08/2027
11/2027","","150.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","07/2027
09/2027
12/2027","08/2027
11/2027
02/2028","","225.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2027
12/2027","08/2027
02/2028","","200.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","07/2027
03/2028","08/2027
12/2029","","225.00","USD"
"CBT","AGRICULTURE","CORN","C","1
2
1","A
B
A","09/2027
12/2027
03/2028","11/2027
02/2028
12/2029","","225.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2027
12/2027","11/2027
02/2028","","150.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","09/2027
03/2028","11/2027
12/2029","","175.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","A
B","12/2027
03/2028","02/2028
12/2029","","150.00","USD"
"CBT","AGRICULTURE","CORN","C","1
1","B
A","03/2028
03/2028","12/2029
12/2029","","250.00","USD"
"CBT","AGRICULTURE","BLACK SEA WHEAT (CVB) FINANCIALLY SETTLED (ARGUS) FUTURES","CVB","1
1","A
B","03/2026
05/2026","03/2026
05/2026","","700.00","USD"
"CBT","AGRICULTURE","BLACK SEA WHEAT (CVB) FINANCIALLY SETTLED (ARGUS) FUTURES","CVB","1
1","A
B","03/2026
07/2026","03/2026
07/2026","","700.00","USD"
"CBT","AGRICULTURE","BLACK SEA WHEAT (CVB) FINANCIALLY SETTLED (ARGUS) FUTURES","CVB","1
1","A
B","03/2026
09/2026","03/2026
05/2027","","650.00","USD"
"CBT","AGRICULTURE","BLACK SEA WHEAT (CVB) FINANCIALLY SETTLED (ARGUS) FUTURES","CVB","1
1","A
A","05/2026
07/2026","05/2026
07/2026","","1950.00","USD"
"CBT","AGRICULTURE","BLACK SEA WHEAT (CVB) FINANCIALLY SETTLED (ARGUS) FUTURES","CVB","1
1","A
A","05/2026
09/2026","05/2026
05/2027","","1850.00","USD"
"CBT","AGRICULTURE","BLACK SEA WHEAT (CVB) FINANCIALLY SETTLED (ARGUS) FUTURES","CVB","1
1","A
A","07/2026
09/2026","07/2026
05/2027","","1775.00","USD"
"CBT","AGRICULTURE","CHICAGO WHEAT-EUROPEAN MILLING WHEAT SPREAD FUTURES","CWD","1
1","A
B","03/2026
05/2026","03/2026
05/2026","","500.00","USD"
"CBT","AGRICULTURE","CHICAGO WHEAT-EUROPEAN MILLING WHEAT SPREAD FUTURES","CWD","1
1","A
B","03/2026
09/2026","03/2026
09/2026","","500.00","USD"
"CBT","AGRICULTURE","CHICAGO WHEAT-EUROPEAN MILLING WHEAT SPREAD FUTURES","CWD","1
1","A
B","03/2026
12/2026","03/2026
03/2027","","750.00","USD"
"CBT","AGRICULTURE","CHICAGO WHEAT-EUROPEAN MILLING WHEAT SPREAD FUTURES","CWD","1
1","A
B","05/2026
09/2026","05/2026
09/2026","","300.00","USD"
"CBT","AGRICULTURE","CHICAGO WHEAT-EUROPEAN MILLING WHEAT SPREAD FUTURES","CWD","1
1","A
B","05/2026
12/2026","05/2026
03/2027","","650.00","USD"
"CBT","AGRICULTURE","CHICAGO WHEAT-EUROPEAN MILLING WHEAT SPREAD FUTURES","CWD","1
1","A
B","09/2026
12/2026","09/2026
03/2027","","600.00","USD"
"CBT","AGRICULTURE","CHICAGO WHEAT-EUROPEAN MILLING WHEAT SPREAD FUTURES","CWD","1
1","B
A","12/2026
12/2026","03/2027
03/2027","","600.00","USD"
"CBT","AGRICULTURE","CANADIAN WESTERN RED SPRING WHEAT FOB VANCOUVER FINANCIALLY SETTLED (PLATTS) FUTURES","CWR","1
1","A
B","03/2026
05/2026","03/2026
05/2026","","800.00","USD"
"CBT","AGRICULTURE","CANADIAN WESTERN RED SPRING WHEAT FOB VANCOUVER FINANCIALLY SETTLED (PLATTS) FUTURES","CWR","1
1","A
B","03/2026
07/2026","03/2026
07/2026","","800.00","USD"
"CBT","AGRICULTURE","CANADIAN WESTERN RED SPRING WHEAT FOB VANCOUVER FINANCIALLY SETTLED (PLATTS) FUTURES","CWR","1
1","A
B","03/2026
09/2026","03/2026
12/2026","","850.00","USD"
"CBT","AGRICULTURE","CANADIAN WESTERN RED SPRING WHEAT FOB VANCOUVER FINANCIALLY SETTLED (PLATTS) FUTURES","CWR","1
1","A
B","05/2026
07/2026","05/2026
07/2026","","700.00","USD"
"CBT","AGRICULTURE","CANADIAN WESTERN RED SPRING WHEAT FOB VANCOUVER FINANCIALLY SETTLED (PLATTS) FUTURES","CWR","1
1","A
B","05/2026
09/2026","05/2026
12/2026","","750.00","USD"
"CBT","AGRICULTURE","CANADIAN WESTERN RED SPRING WHEAT FOB VANCOUVER FINANCIALLY SETTLED (PLATTS) FUTURES","CWR","1
1","A
B","07/2026
09/2026","07/2026
12/2026","","650.00","USD"
"CBT","AGRICULTURE","CANADIAN WESTERN RED SPRING WHEAT FOB VANCOUVER FINANCIALLY SETTLED (PLATTS) FUTURES","CWR","1
1","B
A","09/2026
09/2026","12/2026
12/2026","","450.00","USD"
"CBT","AGRICULTURE","DAP FOB NOLA FUTURES","DFN","1
1","B
A","01/2026
01/2026","12/2026
12/2026","","2500.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY INDEX SWAPS","DGI","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","300.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY INDEX SWAPS","DGS","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","300.00","USD"
"CBT","AGRICULTURE","BLOOMBERG COMMODITY INDEX SWAPS","DGT","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","300.00","USD"
"CBT","AGRICULTURE","BLOOMBERG ROLL SELECT COMMODITY INDEX FUTURES","DRI","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","450.00","USD"
"CBT","AGRICULTURE","BLOOMBERG ROLL SELECT COMMODITY INDEX FUTURES","DRS","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","450.00","USD"
"CBT","AGRICULTURE","BLOOMBERG ROLL SELECT COMMODITY INDEX FUTURES","DRT","1
1","B
A","03/2026
03/2026","12/2027
12/2027","","450.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","03/2026
05/2026","03/2026
05/2026","","1600.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","03/2026
07/2026","03/2026
12/2026","","1550.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
A","03/2026
03/2027","03/2026
03/2027","","4200.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","03/2026
05/2027","03/2026
09/2027","","1600.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","05/2026
07/2026","05/2026
12/2026","","1450.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","05/2026
03/2027","05/2026
03/2027","","1500.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","05/2026
05/2027","05/2026
09/2027","","1500.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","B
A","07/2026
07/2026","12/2026
12/2026","","1400.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","07/2026
03/2027","12/2026
03/2027","","1450.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","07/2026
05/2027","12/2026
09/2027","","1450.00","USD"
"CBT","AGRICULTURE","HARD RED SPRING WHEAT FUTURES","HRS","1
1","A
B","03/2027
05/2027","03/2027
09/2027","","1200.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","03/2026
05/2026
07/2026","04/2026
06/2026
08/2026","","500.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
05/2026","04/2026
06/2026","","625.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
07/2026","04/2026
08/2026","","650.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
09/2026","04/2026
11/2026","","675.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
12/2026","04/2026
02/2027","","700.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
03/2027","04/2026
04/2027","","2150.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
05/2027","04/2026
06/2027","","2350.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
07/2027","04/2026
08/2027","","2300.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
09/2027","04/2026
11/2027","","2250.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2026
12/2027","04/2026
07/2028","","2350.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
07/2026","06/2026
08/2026","","400.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","05/2026
07/2026
09/2026","06/2026
08/2026
11/2026","","500.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
09/2026","06/2026
11/2026","","450.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
12/2026","06/2026
02/2027","","550.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
03/2027","06/2026
04/2027","","2025.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
05/2027","06/2026
06/2027","","2100.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
07/2027","06/2026
08/2027","","2250.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
09/2027","06/2026
11/2027","","2200.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2026
12/2027","06/2026
07/2028","","2300.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","07/2026
09/2026
12/2026","08/2026
11/2026
02/2027","","500.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2026
09/2026","08/2026
11/2026","","300.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2026
12/2026","08/2026
02/2027","","450.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2026
03/2027","08/2026
04/2027","","1900.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2026
05/2027","08/2026
06/2027","","2000.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2026
07/2027","08/2026
08/2027","","2025.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2026
09/2027","08/2026
11/2027","","2200.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2026
12/2027","08/2026
07/2028","","2150.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","09/2026
12/2026
03/2027","11/2026
02/2027
04/2027","","1825.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","09/2026
12/2026","11/2026
02/2027","","300.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","09/2026
03/2027","11/2026
04/2027","","1825.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","09/2026
05/2027","11/2026
06/2027","","1875.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","09/2026
07/2027","11/2026
08/2027","","1950.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","09/2026
09/2027","11/2026
11/2027","","1975.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","09/2026
12/2027","11/2026
07/2028","","2150.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","12/2026
03/2027","02/2027
04/2027","","1675.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","12/2026
03/2027
05/2027","02/2027
04/2027
06/2027","","1900.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","12/2026
05/2027","02/2027
06/2027","","1750.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","12/2026
07/2027","02/2027
08/2027","","1825.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","12/2026
09/2027","02/2027
11/2027","","1900.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","12/2026
12/2027","02/2027
07/2028","","1925.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2027
05/2027","04/2027
06/2027","","275.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","03/2027
05/2027
07/2027","04/2027
06/2027
08/2027","","475.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2027
07/2027","04/2027
08/2027","","325.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2027
09/2027","04/2027
11/2027","","400.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","03/2027
12/2027","04/2027
07/2028","","475.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2027
07/2027","06/2027
08/2027","","250.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","05/2027
07/2027
09/2027","06/2027
08/2027
11/2027","","500.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2027
09/2027","06/2027
11/2027","","300.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","05/2027
12/2027","06/2027
07/2028","","375.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2027
09/2027","08/2027
11/2027","","250.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
2
1","A
B
A","07/2027
09/2027
12/2027","08/2027
11/2027
07/2028","","500.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","07/2027
12/2027","08/2027
07/2028","","300.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","A
B","09/2027
12/2027","11/2027
07/2028","","250.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KET","1
1","B
A","12/2027
12/2027","07/2028
07/2028","","300.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
2
1","A
B
A","03/2026
05/2026
07/2026","04/2026
06/2026
08/2026","","500.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
05/2026","04/2026
06/2026","","625.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
07/2026","04/2026
08/2026","","650.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
09/2026","04/2026
11/2026","","675.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
12/2026","04/2026
02/2027","","700.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
03/2027","04/2026
04/2027","","775.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
05/2027","04/2026
06/2027","","1000.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
07/2027","04/2026
08/2027","","1000.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
09/2027","04/2026
11/2027","","1000.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","03/2026
12/2027","04/2026
07/2028","","1150.00","USD"
"CBT","AGRICULTURE","KANSAS WHEAT FUTURES","KW","1
1","A
B","05/2026
07/2026","06/2026
08/2026","","400.00","USD"
